Typ,Nr,Namn,Address1,Address2,Address3,Address4,Address5,Telefon,ButiksTyp,Tjanster,SokOrd,Oppettider,RT90x,RT90y
Butik,1514,,Göteborgsvägen 37,,S-463 30,LILLA EDET,Västra Götalands län,0520/65 10 16,,,VÄSTERGÖTLAND;BOSTRÖMS ICA,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6451863,1283464
Butik,1515,,Storgatan 25,,514 33,TRANEMO,Västra Götalands län,0325/763 00,,,VÄSTERGÖTLAND;TRANEMO KOMMUNHUS,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6375785,1352841
Butik,1516,,Boråsvägen 2,,512 53,SVENLJUNGA,Västra Götalands län,0325/61 13 10,,,VÄSTERGÖTLAND;SVENLJUNGA TORG,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6377802,1338480
Butik,1517,,Boråsvägen 2,,523 36,ULRICEHAMN,Västra Götalands län,0321/160 72,,,VÄSTERGÖTLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6410343,1357860
Butik,1518,,Kungsgatan 34 C,,441 31,ALINGSÅS,Västra Götalands län,0322/101 61,,Dryckesprovning,"VÄSTERGÖTLAND;STORKEN,KRISTINEKYRKA",2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6427551,1306408
Butik,1519,,Boråsvägen 31,,511 54,KINNA,Västra Götalands län,0320/21 17 79,,,VÄSTERGÖTLAND;KINNA;MARK;KINNA KYRKA;PUNKTEN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6380032,1313398
Butik,1520,,Centrumvägen 2,,458 30,FÄRGELANDA,Västra Götalands län,0528/720 74,,,DALSLAND;MEDBORGARKONTORET,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6500094,1278395
Butik,1521,,Ale Torg 7,,449 31,NÖDINGE,Västra Götalands län,0303/972 72,,,VÄSTERGÖTLAND;GÖTEBORG;GBG;ALE;BOHUSLÄN;ALE TORG;GÖTA ÄLVDALEN,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6425161.638,1277191.671
Butik,1522,,Kungsgatan 26,,447 30,VÅRGÅRDA,Västra Götalands län,0322/62 12 12,,,VÄSTERGÖTLAND;MURARTORGET,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6438464,1323059
Butik,1523,,Storgatan 44,,524 30,HERRLJUNGA,Västra Götalands län,0513/122 38,,,VÄSTERGÖTLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6442715.554,1336008.858
Butik,1524,Åhaga,Trandögatan 14,,504 33,BORÅS,Västra Götalands län,033/41 82 07,,,,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;20:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6402061.48,1329318.297
Butik,1601,,Stockholmsvägen 3,,542 33,MARIESTAD,Västra Götalands län,0501/100 58,,,VÄSTERGÖTLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6511426.519,1385282.438
Butik,1602,,Götgatan 15,,531 31,LIDKÖPING,Västra Götalands län,0510/200 09,,,VÄSTERGÖTLAND;SÄRNMARKSHUSET,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6489673,1345483
Butik,1603,,Torggatan 8,,467 30,GRÄSTORP,Västra Götalands län,0514/519 15,,,VÄSTERGÖTLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6472149,1317025
Butik,1604,,Drottninggatan 10,,534 31,VARA,Västra Götalands län,0512/107 59,,,VÄSTERGÖTLAND;STORA TORGET;BADHUSPARKEN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6463409,1332769
Butik,1605,,Marumsgatan 15,,532 32,SKARA,Västra Götalands län,0511/104 95,,,VÄSTERGÖTLAND;HÖTORGET;SKARADOMSKYRKAN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6475931,1361412
Butik,1606,,Hertig Johans Torg 4,,541 30,SKÖVDE,Västra Götalands län,0500/41 00 38,,Dryckesprovning,VÄSTERGÖTLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6475762,1385361
Butik,1607,,Hamngatan 18,,544 30,HJO,Västra Götalands län,0503/100 17,,,VÄSTERGÖTLAND;HJO HAMN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6465432,1411254
Butik,1608,,Gamla Torget 8,,522 31,TIDAHOLM,Västra Götalands län,0502/148 50,,,VÄSTERGÖTLAND;TIDAHOLMS SPARBANK;GAMLA TORGET;NYA TORGET,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6452275.283,1391297.168
Butik,1609,,Stora Torget 17,,521 42,FALKÖPING,Västra Götalands län,0515/100 25,,,VÄSTERGÖTLAND;HÖGÅS KYRKAN;ODENHALLEN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6450806,1367442
Butik,1610,,Storgatan 9,,546 30,KARLSBORG,Västra Götalands län,0505/441 53,,,VÄSTERGÖTLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6490324.76,1424605.71
Butik,1611,,Järnvägsgatan 6 E,,533 30,GÖTENE,Västra Götalands län,0511/594 87,,,VÄSTERGÖTLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6491764,1365254
Butik,1612,,Kyrkogatan 24,,545 30,TÖREBODA,Västra Götalands län,0506/163 90,,,VÄSTERGÖTLAND;TÖREBODA KYRKA,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6510932,1402673
Butik,1613,,Storgatan 9,,547 30,GULLSPÅNG,Västra Götalands län,0551/200 24,,,VÄSTERGÖTLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6541820,1401555
Butik,1614,,Centrumgatan 6,,543 30,TIBRO,Västra Götalands län,0504/138 72,,,VÄSTERGÖTLAND;HOTELL SNICKAREN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6479182,1404123
Butik,1616,,Järnvägsgatan 3 B,,465 31,NOSSEBRO,Västra Götalands län,0512/517 88,,,VÄSTERGÖTLAND;ESSUNGA,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6455705,1318578
Butik,1617,,Nolhagavägen 1,,541 38,SKÖVDE,Västra Götalands län,0500/41 71 33,,,,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6477695.781,1386164.972
Butik,1701,Duvan,Järnvägsgatan 2,,652 25,KARLSTAD,Värmlands län,054/15 56 00,,Dryckesprovning,VÄRMLAND;FILMSTADEN KARLSTAD;MITT-I-CITY KÖPCENTRUM,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6586482.132,1368955.127
Butik,1702,Bergvik-Karlstad,Frykmans Väg 1,,653 46,KARLSTAD,Värmlands län,054/56 18 80,,,VÄRMLAND,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;20:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6586511,1364710
Butik,1703,,Järnvägsgatan 24,,667 30,FORSHAGA,Värmlands län,054/87 41 75,,,VÄRMLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6603439,1368458
Butik,1704,,Storgatan 16 B,,665 30,KIL,Värmlands län,0554/133 92,,,VÄRMLAND;STORA KILS KYRKA;STORAKILS KYRKA,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6600889.677,1359323.394
Butik,1705,,Sundsgatan 28,,661 42,SÄFFLE,Värmlands län,0533/100 05,,,VÄRMLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6560275.26,1335499.263
