Typ,Nr,Namn,Address1,Address2,Address3,Address4,Address5,Telefon,ButiksTyp,Tjanster,SokOrd,Oppettider,RT90x,RT90y
Butik,176,,Västbergavägen 4,,12630,Hägersten,Stockholms län,08/18 34 66,,,,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;20:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6576885.932,1625277.388
Butik,177,,Högdalsgången 19,,124 54,BANDHAGEN,Stockholms län,08/86 77 20,,,STOCKHOLM;STHLM;SÖDERORT;HÖGDALEN,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6573564,1627470
Butik,178,,Farstaplan 27,,123 47,FARSTA,Stockholms län,08/604 66 74,,,STOCKHOLM;STHLM;SÖDERORT,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6571337,1630460
Butik,180,,Fruängsgången 10,,129 52,HÄGERSTEN,Stockholms län,08/88 45 35,,,STOCKHOLM;STHLM;SÖDERORT;FRUÄNGEN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6575853,1623050
Butik,182,,Skärholmsplan 1,,127 48,SKÄRHOLMEN,Stockholms län,08/710 51 30,,,STOCKHOLM;STHLM;SÖDERORT;,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6574708.263,1619979.233
Butik,201,,Postgången 28,,171 45,SOLNA,Stockholms län,08/27 43 41,,,STOCKHOLM;STHLM;SÖDERORT;SOLNA CENTRUM;RÅSUNDASTADION; RÅSUNDA,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6584237,1624809
Butik,202,,Landsvägen 53 B,,172 65,SUNDBYBERG,Stockholms län,08/28 84 84,,,STOCKHOLM;STHLM;NORRORT,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6584281,1622984
Butik,204,,Söderhamnen 10,,185 31,VAXHOLM,Stockholms län,08/541 307 96,,,STOCKHOLM;STHLM,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6589550,1644635
Butik,205,,Centrumtorget,,763 00,HALLSTAVIK,Stockholms län,0175/218 97,,,NORRTÄLJE;HALLSTAVIK CENTRUM;CENTRUMTORGET;HALLSTA,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6662319,1655444
Butik,206,,Tullportsgatan 12,,761 30,NORRTÄLJE,Stockholms län,0176/108 19,,,CENTRUMGALLERIAN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6629948,1662690
Butik,207,,Stora Gatan 56 C,,193 30,SIGTUNA,Stockholms län,08/592 510 15,,,SIGTUNA STADSHOTELL;SIGTUNA MUSEUM,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6612160.276,1608053.234
Butik,208,,Lunagallerian,,151 72,SÖDERTÄLJE,Stockholms län,08/550 316 17,,,STOCKHOLM;KRINGLANHUSET,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6565397,1604088
Butik,209,,Genetaleden 7,,151 59,SÖDERTÄLJE,Stockholms län,08/550 360 10,,,COOP;SKANIARINKEN;STOCKHOLM,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;20:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6564261,1601112
Butik,210,,Mörbyvägen 3,,149 31,NYNÄSHAMN,Stockholms län,08/520 100 43,,,STOCKHOLM;STHLM;HANDEN;HANINGE;ALKÄRRSPLAN,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6533261,1623371
Butik,211,,Friggavägen 24,,181 32,LIDINGÖ,Stockholms län,08/765 61 91,,,STOCKHOLM;STHLM;LIDINGÖ CENTRUM,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6585132,1632476
Butik,212,Arninge,Saluvägen 5,,187 66,TÄBY,Stockholms län,08/446 12 00,,,STOCKHOLM;STHLM;NORRORT;COOP FORUM,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;20:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6595729,1632265
Butik,213,Mörby Centrum,Golfvägen 6A,,182 31,DANDERYD,Stockholms län,08/755 38 38,,,STOCKHOLM;STHLM;MÖRBY;NORRORT;MÖRBY CENTRUM;DANDERYDS SJUKHUS,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6588398,1626774
Butik,214,Jakobsbergs Centrum,Banérstråket,,S-177 30,JÄRFÄLLA,Stockholms län,08/584 000 40,,,STOCKHOLM;STHLM;JAKOBSBERG;NORRORT;JAKOBSBERG CENTRUM,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6591022,1615351
Butik,215,Täby Centrum,Norra Galleriagången 1024,,183 34,TÄBY,Stockholms län,08/758 80 39,,,STOCKHOLM;STHLM;NORRORT;TÄBY CENTRUM;TIBBLEBADET;STORSTUGAN,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6593753.139,1628675.336
Butik,216,Sollentuna Centrum,Sollentunavägen 163 C,,191 47,SOLLENTUNA,Stockholms län,08/96 25 17,,,STOCKHOLM;STHLM;NORRORT;SOLLENTUNA CENTRUM,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6591691,1621815
Butik,217,,Sjödalstorget 5,,141 47,HUDDINGE,Stockholms län,08/774 20 28,,,STOCKHOLM;STHLM;HUDDINGE CENTRUM,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6570417.922,1624280.068
Butik,218,,Nymärsta Kulle 3,,195 30,MÄRSTA,Stockholms län,08-591 160 80,,,STOCKHOLM;STHLM;NORRORT;SIGTUNA;MÄRSTA CENTRUM,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6613028.2,1615814.962
Butik,219,Väsby Centrum,Dragonvägen 86,,194 33,UPPLANDS VÄSBY,Stockholms län,08/590 348 30,,,STOCKHOLM;STHLM;NORRORT;VÄSBY CENTRUM;VÄSBY;ARLANDA,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6601767.068,1619218.357
Butik,220,,Forum,,131 53,NACKA,Stockholms län,08/716 52 55,,,STOCKHOLM;STHLM;ÖSTERORT,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6578963,1634331
Butik,221,,Marknadsgränd 29,,135 40,TYRESÖ,Stockholms län,08/712 26 49,,,STOCKHOLM;STHLM;TYRESÖ CENTRUM;BOLLMORA,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6571675,1638416
Butik,222,Haninge Centrum,Drakslingan 12,,136 46,HANINGE,Stockholms län,08/777 33 63,,,STOCKHOLM;STHLM;HANDEN,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6563348,1633511
Butik,223,,Centrum,,134 30,GUSTAVSBERG,Stockholms län,08/570 306 98,,,STOCKHOLM;STHLM;VÄRMDÖ;ÖSTERORT;GUSTAVSBERGS CENTRUM,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6581309,1647235
Butik,224,,Torggatan 19,,133 31,SALTSJÖBADEN,Stockholms län,08/717 53 84,,,STOCKHOLM;STHLM;NACKA;VÄRMDÖ;ÖSTERORT,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6576366,1640791
Butik,225,,Tumba Torg 8,,147 01,TUMBA,Stockholms län,08/530 374 07,,,STOCKHOLM;STHLM;BOTKYRKA;TUMBA CENTRUM,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6565937,1615878
Butik,226,Botkyrka,Kumla Gårdsväg 30 A,,145 63,NORSBORG,Stockholms län,08/531 792 70,,,STOCKHOLM;STHLM;BOTKYRKA;RIKSTEATERN,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;20:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6570287.417,1615685.029
Butik,227,Skogås Centrum,Skogåsplan 9 bv,,142 30,SKOGÅS,Stockholms län,08/771 19 60,,,STOCKHOLM;STHLM;SKOGÅS;SKOGÅS CENTRUM,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6568637,1634130
Butik,228,,Storängstorget 7,,184 30,ÅKERSBERGA,Stockholms län,08/540 648 17,,,STOCKHOLM;STHLM;ÖSTERÅKER;ÅKERSBERGA CENTRUM,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6598171.046,1641230.224
